id,lat,lon,occ
1,55.38065536465959,-3.147859752985485,0
2,58.984341820505904,-4.411453285964853,0
3,52.676853648454,-4.403042739282233,0
4,53.08392920847963,-0.7021050614248558,0
5,53.04558331398487,-3.0112891701848916,0
6,51.11787009446651,-5.203078116163986,0
7,59.20228140733987,-7.755879320238437,0
8,49.916745269528704,-3.815172799480056,0
9,57.27340740103831,-4.864263548395676,0
10,51.373658066732695,-5.918950508127187,0
11,50.57211641144684,0.9964554950734588,0
12,55.97732274205468,0.9848904015850355,0
13,51.32783393295581,-5.048527014062374,0
14,51.78155305906464,-6.239662105171201,0
15,51.93741488021398,-5.356220013767811,0
16,57.70239641131094,-5.767141001087834,0
17,58.42930465025588,-7.616517909419463,0
18,59.297285798175906,-5.52437698111016,0
19,52.739333254890745,-5.399850632196414,0
20,56.10616794863873,-1.815539887445885,0
21,58.89019957742708,-4.112310710401763,0
22,57.81888245458689,0.3733465227094932,0
23,53.43874246350537,-2.5283842411586486,0
24,55.45274395573584,-2.986937896945639,0
25,49.70757785399359,-3.4632652841849154,0
26,55.48198053736409,1.1844604258519684,0
27,54.289213310929014,-3.0329148394345316,0
28,54.62678577073411,-6.567721823777127,0
29,49.68277411136384,-7.317697475283645,0
30,55.85284317631097,-7.314522036640146,0
31,59.129612055039445,-1.635088167737309,0
32,58.094792888332314,1.3708990869086648,0
33,53.0222305081272,-2.6397050920695833,0
34,57.66734633640888,-7.825811854255773,0
35,49.664415551879706,0.9976785569515876,0
36,56.72535126264268,-5.225487473567775,0
37,53.60489082315993,-5.293751811523147,0
38,58.10524069996205,-2.6523840886812087,0
39,52.11416524137688,-1.2241201352373983,0
40,57.80254479068053,-3.1202782010612493,0
41,50.97881970704779,-3.4190561751687287,0
42,50.303849370657844,-3.1986413891895715,0
43,52.94416602354661,1.627912082463606,0
44,52.55295953303956,-2.159433672945112,0
45,56.46100362497239,-5.822703306703884,0
47,59.49491923254354,-0.1873938757326723,0
48,49.73341512558002,-5.526810367569695,0
49,55.8621691219313,-0.07312427664156562,0
50,52.86978999688277,-4.504479118886415,0
51,54.73175562773067,-3.499811199091754,0
52,50.64566657201853,-0.22416227901094565,0
53,49.87000264075929,-0.9707766026580442,0
54,54.758608506530805,-5.764512079364781,0
55,53.78743146142389,-4.075645035754937,0
56,57.05947036137057,-5.615851868120229,0
